Nombre,Grupo,Perfil,Habilitado,Acción,Invalidar,Programa,Dirección local,Dirección remota,Protocolo,Puerto local,Puerto remoto,Usuarios permitidos,Equipos permitidos,,,,,,,,,,,,,,,,
SoftEther VPN Command-Line Admin Tool,,Todo,Sí,Permitir,No,C:\Program Files\SoftEther VPN Client\vpncmd.exe,Cualquiera,Cualquiera,Cualquiera,Cualquiera,Cualquiera,Cualquiera,Cualquiera,,,,,,,,,,,,,,,,
Steam,,Todo,Sí,Permitir,No,D:\Program Files (x86)\Steam\steam.exe,Cualquiera,Cualquiera,TCP,Cualquiera,Cualquiera,Cualquiera,Cualquiera,,,,,,,,,,,,,,,,
Steam,,Todo,Sí,Permitir,No,D:\Program Files (x86)\Steam\steam.exe,Cualquiera,Cualquiera,UDP,Cualquiera,Cualquiera,Cualquiera,Cualquiera,,,,,,,,,,,,,,,,
Steam,,Privado,Sí,Permitir,No,C:\Program Files (x86)\Steam\Steam.exe,Cualquiera,Cualquiera,UDP,Cualquiera,Cualquiera,Cualquiera,Cualquiera,,,,,,,,,,,,,,,,
Steam,,Privado,Sí,Permitir,No,C:\Program Files (x86)\Steam\Steam.exe,Cualquiera,Cualquiera,TCP,Cualquiera,Cualquiera,Cualquiera,Cualquiera,,,,,,,,,,,,,,,,
Steam Web Helper,,Todo,Sí,Permitir,No,D:\Program Files (x86)\Steam\bin\cef\cef.win7x64\steamwebhelper.exe,Cualquiera,Cualquiera,TCP,Cualquiera,Cualquiera,Cualquiera,Cualquiera,,,,,,,,,,,,,,,,
Steam Web Helper,,Todo,Sí,Permitir,No,D:\Program Files (x86)\Steam\bin\cef\cef.win7x64\steamwebhelper.exe,Cualquiera,Cualquiera,UDP,Cualquiera,Cualquiera,Cualquiera,Cualquiera,,,,,,,,,,,,,,,,
tftpsrv,,Privado,Sí,Bloquear,No,D:\ar430w\tftpsrv.exe,Cualquiera,Cualquiera,UDP,Cualquiera,Cualquiera,Cualquiera,Cualquiera,,,,,,,,,,,,,,,,
tftpsrv,,Privado,Sí,Bloquear,No,D:\ar430w\tftpsrv.exe,Cualquiera,Cualquiera,TCP,Cualquiera,Cualquiera,Cualquiera,Cualquiera,,,,,,,,,,,,,,,,
ugsplatform64,,Privado,Sí,Permitir,No,D:\cnc stuff\grbl-apps(nojava)\ugs-platform-app-2.0-snapshot-win\ugsplatform-win\bin\ugsplatform64.exe,Cualquiera,Cualquiera,UDP,Cualquiera,Cualquiera,Cualquiera,Cualquiera,,,,,,,,,,,,,,,,
ugsplatform64,,Privado,Sí,Permitir,No,D:\cnc stuff\grbl-apps(nojava)\ugs-platform-app-2.0-snapshot-win\ugsplatform-win\bin\ugsplatform64.exe,Cualquiera,Cualquiera,TCP,Cualquiera,Cualquiera,Cualquiera,Cualquiera,,,,,,,,,,,,,,,,
Unity Hub,,Privado, Público,Sí,Permitir,No,C:\program files\unity hub\unity hub.exe,Cualquiera,Cualquiera,UDP,Cualquiera,Cualquiera,Cualquiera,Cualquiera,,,,,,,,,,,,,,,
Unity Hub,,Dominio,Sí,Permitir,No,C:\Program Files\Unity Hub\Unity Hub.exe,Cualquiera,Cualquiera,Cualquiera,Cualquiera,Cualquiera,Cualquiera,Cualquiera,,,,,,,,,,,,,,,,
Unity Hub,,Privado, Público,Sí,Permitir,No,C:\program files\unity hub\unity hub.exe,Cualquiera,Cualquiera,TCP,Cualquiera,Cualquiera,Cualquiera,Cualquiera,,,,,,,,,,,,,,,
VBAN2MIDI converter,,Privado, Público,Sí,Permitir,No,C:\program files (x86)\vb\voicemeeter\vban2midi.exe,Cualquiera,Cualquiera,UDP,Cualquiera,Cualquiera,Cualquiera,Cualquiera,,,,,,,,,,,,,,,
VBAN2MIDI converter,,Privado, Público,Sí,Permitir,No,C:\program files (x86)\vb\voicemeeter\vban2midi.exe,Cualquiera,Cualquiera,TCP,Cualquiera,Cualquiera,Cualquiera,Cualquiera,,,,,,,,,,,,,,,
Visual Studio Code,,Privado, Público,Sí,Permitir,No,C:\program files\microsoft vs code\code.exe,Cualquiera,Cualquiera,TCP,Cualquiera,Cualquiera,Cualquiera,Cualquiera,,,,,,,,,,,,,,,
Visual Studio Code,,Privado, Público,Sí,Permitir,No,C:\program files\microsoft vs code\code.exe,Cualquiera,Cualquiera,UDP,Cualquiera,Cualquiera,Cualquiera,Cualquiera,,,,,,,,,,,,,,,
Visual Studio Live Share Agent,,Privado,Sí,Bloquear,No,C:\program files (x86)\microsoft visual studio\2019\enterprise\common7\ide\extensions\microsoft\liveshare\agent\vsls-agent.exe,Cualquiera,Cualquiera,UDP,Cualquiera,Cualquiera,Cualquiera,Cualquiera,,,,,,,,,,,,,,,,
Visual Studio Live Share Agent,,Privado,Sí,Bloquear,No,C:\program files (x86)\microsoft visual studio\2019\enterprise\common7\ide\extensions\microsoft\liveshare\agent\vsls-agent.exe,Cualquiera,Cualquiera,TCP,Cualquiera,Cualquiera,Cualquiera,Cualquiera,,,,,,,,,,,,,,,,
VLC media player,,Privado, Público,Sí,Permitir,No,C:\program files\videolan\vlc\vlc.exe,Cualquiera,Cualquiera,TCP,Cualquiera,Cualquiera,Cualquiera,Cualquiera,,,,,,,,,,,,,,,
VLC media player,,Privado, Público,Sí,Permitir,No,C:\program files\videolan\vlc\vlc.exe,Cualquiera,Cualquiera,UDP,Cualquiera,Cualquiera,Cualquiera,Cualquiera,,,,,,,,,,,,,,,
Windows Orchestrator,,Público,Sí,Permitir,No,C:\Program Files (x86)\InstallShield Installation Information\{BB281145-A521-2EF3-B593-C5D534DC9911}\orchestrator.exe,Cualquiera,Cualquiera,Cualquiera,Cualquiera,Cualquiera,Cualquiera,Cualquiera,,,,,,,,,,,,,,,,
µTorrent (TCP-In),,Todo,Sí,Permitir,No,C:\Users\Carlos\AppData\Roaming\uTorrent\uTorrent.exe,Cualquiera,Cualquiera,TCP,Cualquiera,Cualquiera,Cualquiera,Cualquiera,,,,,,,,,,,,,,,,
µTorrent (UDP-In),,Todo,Sí,Permitir,No,C:\Users\Carlos\AppData\Roaming\uTorrent\uTorrent.exe,Cualquiera,Cualquiera,UDP,Cualquiera,Cualquiera,Cualquiera,Cualquiera,,,,,,,,,,,,,,,,
Administración remota de Firewall de Windows (RPC),Administración remota de Firewall de Windows,Dominio,No,Permitir,No,%SystemRoot%\system32\svchost.exe,Cualquiera,Cualquiera,TCP,Puertos dinámicos RPC,Cualquiera,Cualquiera,Cualquiera,,,,,,,,,,,,,,,,
Administración remota de Firewall de Windows (RPC),Administración remota de Firewall de Windows,Privado, Público,No,Permitir,No,%SystemRoot%\system32\svchost.exe,Cualquiera,Subred local,TCP,Puertos dinámicos RPC,Cualquiera,Cualquiera,Cualquiera,,,,,,,,,,,,,,,
Administración remota de Firewall de Windows (RPC-EPMAP),Administración remota de Firewall de Windows,Privado, Público,No,Permitir,No,%SystemRoot%\system32\svchost.exe,Cualquiera,Subred local,TCP,Asignador de extremos de RPC,Cualquiera,Cualquiera,Cualquiera,,,,,,,,,,,,,,,
Administración remota de Firewall de Windows (RPC-EPMAP),Administración remota de Firewall de Windows,Dominio,No,Permitir,No,%SystemRoot%\system32\svchost.exe,Cualquiera,Cualquiera,TCP,Asignador de extremos de RPC,Cualquiera,Cualquiera,Cualquiera,,,,,,,,,,,,,,,,
Administración remota de registro de eventos (NP de entrada),Administración remota de registro de eventos,Privado, Público,No,Permitir,No,System,Cualquiera,Subred local,TCP,445,Cualquiera,Cualquiera,Cualquiera,,,,,,,,,,,,,,,
Administración remota de registro de eventos (NP de entrada),Administración remota de registro de eventos,Dominio,No,Permitir,No,System,Cualquiera,Cualquiera,TCP,445,Cualquiera,Cualquiera,Cualquiera,,,,,,,,,,,,,,,,
Administración remota de registro de eventos (RPC),Administración remota de registro de eventos,Dominio,No,Permitir,No,%SystemRoot%\system32\svchost.exe,Cualquiera,Cualquiera,TCP,Puertos dinámicos RPC,Cualquiera,Cualquiera,Cualquiera,,,,,,,,,,,,,,,,
Administración remota de registro de eventos (RPC),Administración remota de registro de eventos,Privado, Público,No,Permitir,No,%SystemRoot%\system32\svchost.exe,Cualquiera,Subred local,TCP,Puertos dinámicos RPC,Cualquiera,Cualquiera,Cualquiera,,,,,,,,,,,,,,,
Administración remota de registro de eventos (RPC-EPMAP),Administración remota de registro de eventos,Dominio,No,Permitir,No,%SystemRoot%\system32\svchost.exe,Cualquiera,Cualquiera,TCP,Asignador de extremos de RPC,Cualquiera,Cualquiera,Cualquiera,,,,,,,,,,,,,,,,
Administración remota de registro de eventos (RPC-EPMAP),Administración remota de registro de eventos,Privado, Público,No,Permitir,No,%SystemRoot%\system32\svchost.exe,Cualquiera,Subred local,TCP,Asignador de extremos de RPC,Cualquiera,Cualquiera,Cualquiera,,,,,,,,,,,,,,,
Administración remota de servicios (NP de entrada),Administración remota de servicios,Dominio,No,Permitir,No,System,Cualquiera,Cualquiera,TCP,445,Cualquiera,Cualquiera,Cualquiera,,,,,,,,,,,,,,,,
Administración remota de servicios (NP de entrada),Administración remota de servicios,Privado, Público,No,Permitir,No,System,Cualquiera,Subred local,TCP,445,Cualquiera,Cualquiera,Cualquiera,,,,,,,,,,,,,,,
Administración remota de servicios (RPC),Administración remota de servicios,Privado, Público,No,Permitir,No,%SystemRoot%\system32\services.exe,Cualquiera,Subred local,TCP,Puertos dinámicos RPC,Cualquiera,Cualquiera,Cualquiera,,,,,,,,,,,,,,,
Administración remota de servicios (RPC),Administración remota de servicios,Dominio,No,Permitir,No,%SystemRoot%\system32\services.exe,Cualquiera,Cualquiera,TCP,Puertos dinámicos RPC,Cualquiera,Cualquiera,Cualquiera,,,,,,,,,,,,,,,,
Administración remota de servicios (RPC-EPMAP),Administración remota de servicios,Dominio,No,Permitir,No,%SystemRoot%\system32\svchost.exe,Cualquiera,Cualquiera,TCP,Asignador de extremos de RPC,Cualquiera,Cualquiera,Cualquiera,,,,,,,,,,,,,,,,
Administración remota de servicios (RPC-EPMAP),Administración remota de servicios,Privado, Público,No,Permitir,No,%SystemRoot%\system32\svchost.exe,Cualquiera,Subred local,TCP,Asignador de extremos de RPC,Cualquiera,Cualquiera,Cualquiera,,,,,,,,,,,,,,,
Administración remota de tareas programadas (RPC),Administración remota de tareas programadas,Privado, Público,No,Permitir,No,%SystemRoot%\system32\svchost.exe,Cualquiera,Subred local,TCP,Puertos dinámicos RPC,Cualquiera,Cualquiera,Cualquiera,,,,,,,,,,,,,,,
Administración remota de tareas programadas (RPC),Administración remota de tareas programadas,Dominio,No,Permitir,No,%SystemRoot%\system32\svchost.exe,Cualquiera,Cualquiera,TCP,Puertos dinámicos RPC,Cualquiera,Cualquiera,Cualquiera,,,,,,,,,,,,,,,,
Administración remota de tareas programadas (RPC-EPMAP),Administración remota de tareas programadas,Privado, Público,No,Permitir,No,%SystemRoot%\system32\svchost.exe,Cualquiera,Subred local,TCP,Asignador de extremos de RPC,Cualquiera,Cualquiera,Cualquiera,,,,,,,,,,,,,,,
Administración remota de tareas programadas (RPC-EPMAP),Administración remota de tareas programadas,Dominio,No,Permitir,No,%SystemRoot%\system32\svchost.exe,Cualquiera,Cualquiera,TCP,Asignador de extremos de RPC,Cualquiera,Cualquiera,Cualquiera,,,,,,,,,,,,,,,,
Administración remota de Windows - Modo de compatibilidad (HTTP de entrada),Administración remota de Windows,Dominio,No,Permitir,No,System,Cualquiera,Cualquiera,TCP,80,Cualquiera,Cualquiera,Cualquiera,,,,,,,,,,,,,,,,
Administración remota de Windows - Modo de compatibilidad (HTTP de entrada),Administración remota de Windows,Privado, Público,No,Permitir,No,System,Cualquiera,Subred local,TCP,80,Cualquiera,Cualquiera,Cualquiera,,,,,,,,,,,,,,,
Administración remota de Windows (HTTP de entrada),Administración remota de Windows,Privado, Público,No,Permitir,No,System,Cualquiera,Subred local,TCP,5985,Cualquiera,Cualquiera,Cualquiera,,,,,,,,,,,,,,,
Administración remota de Windows (HTTP de entrada),Administración remota de Windows,Dominio,No,Permitir,No,System,Cualquiera,Cualquiera,TCP,5985,Cualquiera,Cualquiera,Cualquiera,,,,,,,,,,,,,,,,
Administración remota del volumen (RCP-EPMAP),Administración remota del volumen,Dominio,No,Permitir,No,%SystemRoot%\system32\svchost.exe,Cualquiera,Cualquiera,TCP,Asignador de extremos de RPC,Cualquiera,Cualquiera,Cualquiera,,,,,,,,,,,,,,,,
Administración remota del volumen (RCP-EPMAP),Administración remota del volumen,Privado, Público,No,Permitir,No,%SystemRoot%\system32\svchost.exe,Cualquiera,Subred local,TCP,Asignador de extremos de RPC,Cualquiera,Cualquiera,Cualquiera,,,,,,,,,,,,,,,
Administración remota del volumen: cargador del servicio de discos virtuales (RPC),Administración remota del volumen,Privado, Público,No,Permitir,No,%SystemRoot%\system32\vdsldr.exe,Cualquiera,Subred local,TCP,Puertos dinámicos RPC,Cualquiera,Cualquiera,Cualquiera,,,,,,,,,,,,,,,
Administración remota del volumen: cargador del servicio de discos virtuales (RPC),Administración remota del volumen,Dominio,No,Permitir,No,%SystemRoot%\system32\vdsldr.exe,Cualquiera,Cualquiera,TCP,Puertos dinámicos RPC,Cualquiera,Cualquiera,Cualquiera,,,,,,,,,,,,,,,,
Administración remota del volumen: servicio de discos virtuales (RPC),Administración remota del volumen,Dominio,No,Permitir,No,%SystemRoot%\system32\vds.exe,Cualquiera,Cualquiera,TCP,Puertos dinámicos RPC,Cualquiera,Cualquiera,Cualquiera,,,,,,,,,,,,,,,,
Administración remota del volumen: servicio de discos virtuales (RPC),Administración remota del volumen,Privado, Público,No,Permitir,No,%SystemRoot%\system32\vds.exe,Cualquiera,Subred local,TCP,Puertos dinámicos RPC,Cualquiera,Cualquiera,Cualquiera,,,,,,,,,,,,,,,
Asistencia remota (DCOM de entrada),Asistencia remota,Dominio,Sí,Permitir,No,%SystemRoot%\system32\svchost.exe,Cualquiera,Cualquiera,TCP,135,Cualquiera,Cualquiera,Cualquiera,,,,,,,,,,,,,,,,
Asistencia remota (PNRP de entrada),Asistencia remota,Público,No,Permitir,No,%systemroot%\system32\svchost.exe,Cualquiera,Cualquiera,UDP,3540,Cualquiera,Cualquiera,Cualquiera,,,,,,,,,,,,,,,,
Asistencia remota (PNRP de entrada),Asistencia remota,Dominio, Privado,Sí,Permitir,No,%systemroot%\system32\svchost.exe,Cualquiera,Cualquiera,UDP,3540,Cualquiera,Cualquiera,Cualquiera,,,,,,,,,,,,,,,
Asistencia remota (SSDP-TCP de entrada),Asistencia remota,Dominio, Privado,Sí,Permitir,No,%SystemRoot%\system32\svchost.exe,Cualquiera,Subred local,TCP,2869,Cualquiera,Cualquiera,Cualquiera,,,,,,,,,,,,,,,
Asistencia remota (SSDP-UDP de entrada),Asistencia remota,Dominio, Privado,Sí,Permitir,No,%SystemRoot%\system32\svchost.exe,Cualquiera,Subred local,UDP,1900,Cualquiera,Cualquiera,Cualquiera,,,,,,,,,,,,,,,
Asistencia remota (TCP de entrada),Asistencia remota,Dominio, Privado,Sí,Permitir,No,%SystemRoot%\system32\msra.exe,Cualquiera,Cualquiera,TCP,Cualquiera,Cualquiera,Cualquiera,Cualquiera,,,,,,,,,,,,,,,
Asistencia remota (TCP de entrada),Asistencia remota,Público,No,Permitir,No,%SystemRoot%\system32\msra.exe,Cualquiera,Cualquiera,TCP,Cualquiera,Cualquiera,Cualquiera,Cualquiera,,,,,,,,,,,,,,,,
Asistencia remota (TCP de servidor de RA de entrada),Asistencia remota,Dominio,Sí,Permitir,No,%SystemRoot%\system32\raserver.exe,Cualquiera,Cualquiera,TCP,Cualquiera,Cualquiera,Cualquiera,Cualquiera,,,,,,,,,,,,,,,,
Detección del mismo nivel de BranchCache (WSD de entrada),BranchCache: detección del mismo nivel (usa WSD),Todo,No,Permitir,No,%systemroot%\system32\svchost.exe,Cualquiera,Subred local,UDP,3702,Cualquiera,Cualquiera,Cualquiera,,,,,,,,,,,,,,,,
Recuperación de contenido de BranchCache (HTTP de entrada),BranchCache: recuperación de contenido (usa HTTP),Todo,No,Permitir,No,SYSTEM,Cualquiera,Cualquiera,TCP,80,Cualquiera,Cualquiera,Cualquiera,,,,,,,,,,,,,,,,
Servidor de caché hospedada de BranchCache (HTTP de entrada),BranchCache: servidor de caché hospedada (usa HTTPS),Todo,No,Permitir,No,SYSTEM,Cualquiera,Cualquiera,TCP,443,Cualquiera,Cualquiera,Cualquiera,,,,,,,,,,,,,,,,
Servicio de captura de SNMP (UDP de entrada),Captura SNMP,Privado, Público,No,Permitir,No,%SystemRoot%\system32\snmptrap.exe,Cualquiera,Subred local,UDP,162,Cualquiera,Cualquiera,Cualquiera,,,,,,,,,,,,,,,
Servicio de captura de SNMP (UDP de entrada),Captura SNMP,Dominio,No,Permitir,No,%SystemRoot%\system32\snmptrap.exe,Cualquiera,Cualquiera,UDP,162,Cualquiera,Cualquiera,Cualquiera,,,,,,,,,,,,,,,,
Archivos e impresoras compartidos (petición eco: ICMPv4 de entrada),Compartir archivos e impresoras,Dominio,No,Permitir,No,Cualquiera,Cualquiera,Cualquiera,ICMPv4,Cualquiera,Cualquiera,Cualquiera,Cualquiera,,,,,,,,,,,,,,,,
Archivos e impresoras compartidos (petición eco: ICMPv4 de entrada),Compartir archivos e impresoras,Público,Sí,Permitir,No,Cualquiera,Cualquiera,Subred local,ICMPv4,Cualquiera,Cualquiera,Cualquiera,Cualquiera,,,,,,,,,,,,,,,,
Archivos e impresoras compartidos (petición eco: ICMPv4 de entrada),Compartir archivos e impresoras,Privado,Sí,Permitir,No,Cualquiera,Cualquiera,Subred local,ICMPv4,Cualquiera,Cualquiera,Cualquiera,Cualquiera,,,,,,,,,,,,,,,,
Archivos e impresoras compartidos (petición eco: ICMPv6 de entrada),Compartir archivos e impresoras,Público,Sí,Permitir,No,Cualquiera,Cualquiera,Subred local,ICMPv6,Cualquiera,Cualquiera,Cualquiera,Cualquiera,,,,,,,,,,,,,,,,
Archivos e impresoras compartidos (petición eco: ICMPv6 de entrada),Compartir archivos e impresoras,Dominio,No,Permitir,No,Cualquiera,Cualquiera,Cualquiera,ICMPv6,Cualquiera,Cualquiera,Cualquiera,Cualquiera,,,,,,,,,,,,,,,,
Archivos e impresoras compartidos (petición eco: ICMPv6 de entrada),Compartir archivos e impresoras,Privado,Sí,Permitir,No,Cualquiera,Cualquiera,Subred local,ICMPv6,Cualquiera,Cualquiera,Cualquiera,Cualquiera,,,,,,,,,,,,,,,,
Compartir archivos e impresoras (datagrama NB de entrada),Compartir archivos e impresoras,Dominio,No,Permitir,No,System,Cualquiera,Cualquiera,UDP,138,Cualquiera,Cualquiera,Cualquiera,,,,,,,,,,,,,,,,
Compartir archivos e impresoras (datagrama NB de entrada),Compartir archivos e impresoras,Privado,Sí,Permitir,No,System,Cualquiera,Subred local,UDP,138,Cualquiera,Cualquiera,Cualquiera,,,,,,,,,,,,,,,,
Compartir archivos e impresoras (datagrama NB de entrada),Compartir archivos e impresoras,Público,Sí,Permitir,No,System,Cualquiera,Subred local,UDP,138,Cualquiera,Cualquiera,Cualquiera,,,,,,,,,,,,,,,,
Compartir archivos e impresoras (LLMNR-UDP de entrada),Compartir archivos e impresoras,Privado,Sí,Permitir,No,%SystemRoot%\system32\svchost.exe,Cualquiera,Subred local,UDP,5355,Cualquiera,Cualquiera,Cualquiera,,,,,,,,,,,,,,,,
Compartir archivos e impresoras (LLMNR-UDP de entrada),Compartir archivos e impresoras,Dominio,No,Permitir,No,%SystemRoot%\system32\svchost.exe,Cualquiera,Subred local,UDP,5355,Cualquiera,Cualquiera,Cualquiera,,,,,,,,,,,,,,,,
Compartir archivos e impresoras (LLMNR-UDP de entrada),Compartir archivos e impresoras,Público,Sí,Permitir,No,%SystemRoot%\system32\svchost.exe,Cualquiera,Subred local,UDP,5355,Cualquiera,Cualquiera,Cualquiera,,,,,,,,,,,,,,,,
